AJAX;AJAX
Algorithm;algoritms
Animation;Animācija
Anti-Virus Program;Anti-Virusa programma
Understanding of hardware and software;Aparatūras un programmatūras izpratne
Using applications;Aplikāciju lietošana
Archive;Arhīvs
Assembler;asambleris
Appropriate/not appropriate;Atbilstoša / nav piemērota
Stepping back from ICT;Atkāpjoties no IKT
Memory;atmiņa
Recognising that information must be analysed and evaluated for its purpose, author, currency and context;Atpazīšana, ka informācijai jābūt analizētai un novērtētai tās mērķim, autoram, valūtai un kontekstam
Feedback/responding to data;Atsauksmes / reaģējot uz datiem
Reference material;Atsauksmes materiāls
Images;Attēli
Relationships & rules;Attiecības un noteikumi
Open Source;Atvērtais kods
Audio;Audio
Understanding of audience;Auditorijas saprašana
High level programming languages;Augsta līmeņa programmēšanas valodas
Automating events;automatizācijas pasākumi
Automation;Automizācija
Copyright;Autortiesības
Newsletter, poster, flyer production;Avīzes, plakātu, sīklapiņu ražošana
Voice/fax/data modems;Balss / faksa / datu modemus
Bibliography;Bibliogrāfija
Library;Bibliotēka
Biotechnology;Biotehnoloģijas
Blu-Ray;Blu-Ray
CD-ROM;CD-ROM
Combating ICT & IT crime;Cīņa ar IKT un IT noziegumiem
CSS;CSS
Share ideas;Dalīties idejās
Desktop publishing software;Darbavirsmas publiskošanas programmatūra
Computer application;datora lietojumprogrammu
Computer-assisted-instruction (CAI software);Datora palīdzību-instrukcija (KKI programmatūra)
Computer literacy;Datorprasme
Computer game;datorspēle
Computer architecture;Datoru arhitektūra
Computer functional scheme;Datoru funkcionālā shēma
Computer addition;datoru papildinājums
Building computers & networks;Datoru un tīmekļu izveide
Computer science;Datorzinātnes
Data protection act;Datu aizsardzības akts
Data processing;datu apstrāde
Databases;Datu bāzes
Database stucture;Datu bāzes struktūra
Database terminology & definitions;Datu bāzes terminoloģija un definīcijas
Databases management;Datu bāzes vadība
Data Security;Datu drošība
Datalogging;Datu ierakstīšana
Entering data;Datu ievadīšana
Interpretation of data;Datu interpretācija
Data concepts;Datu jēdzieni
Data Encryption;Datu kodēšana
Use & misuse of data;Datu lietošana
Misuse of data;Datu nepareiza lietošana
Data representation;datu pārstāvība
Data presentation;datu prezentācija
Data logging;datu reģistrēšanas
Data capture;datu uztveršanas
Data collection;datu vākšana
Creating database;Datubāzes izveide
Hardware;Detaļas
Diagrams;Diagramas
Digital literacy;Digitālā lietotprasme
Digital presentations;Digitālā prezentācija
Digital scanners;digitālā skeneri
Digital citizens;Digitālais iedzīvotājs
Digital cameras;Digitālās kameras
Digital Products;Digitālie produkti
Disk drive/hard disk;Diska / cietā diska
Floppy Drive;Diskešu piedziņa
Design;Dizains
Documentiation;Dokumentēšana
Safe searching;Droša meklēšana
Security;Drošība
Security for Electronic Transaction - SET;Drošība elektroniskiem darījumiem
Security, password selection & protection;Drošība, paroles izvēles un aizsardzība
Security, accuracy & plagiarism;Drošība, precizitāte un plaģiātisms
Security Administrator;Drošības administrators
Security technology;Drošības tehnoloģijas
DVD-ROM;DVD-ROM
E-book readers & other gadgets;E-grāmatas un citi sīkrīki
Screencast;Ekranēšana
Screen;Ekrāns
Electronic journal;elektroniskais žurnāls
Electronic day books;Elektroniskās dienas grāmatas
E-mail;e-pasts
File transfer protocol (FTP);Failu pārsūtīšanas protokols (FTP)
Faxes;faksi
Fantasy;Fantāzija
Functional skills;Funkcionālās prasmes
Storing & retrieving data;Glabāšanai un izgūšanai
Storage devices;Glabātuves
Graphics;Grafika
Graphics and sounds;Grafika un skaņa
Hypermedia;Hipermēdija
HTML;HTML
Identity Hacking;Identitātes uzlaušana
Cataloguing;Iegrāmatošana
Benefits & problems;Ieguvumi un problēmas
Benefits & problems of data collection;Ieguvumi un problēmas datu vākšanā
Presenting measured data;Iepazīstinot ar datu mērījumiem
