assessment
assessment;Diagnostic-assessment
assessment;Peer-assessment
assessment;Self-assessment
assessment;Summative assessment
assessment;Not assessed

educational objective
educational objective;Cognitive
educational objective;Knowledge
educational objective;Factual
educational objective;Conceptual
educational objective;Procedural
educational objective;Meta – cognitive
educational objective;Process
educational objective;To remember
educational objective;To understand
educational objective;To apply
educational objective;To think critically and creatively
educational objective;Affective
educational objective;To pay attention
educational objective;To respond and participate
educational objective;To organize values
educational objective;To form and follow a system of values
educational objective;Psychomotor
educational objective;To imitate and try
educational objective;To perform confidentially following instructions
educational objective;To perform independently, skillfully and precisely
educational objective;To adapt and perform creatively

learning environment
learning environment;Audio-based
learning environment;Computer-based
learning environment;Field-based
learning environment;Lab-based
learning environment;Lecture-based
learning environment;Simulator
learning environment;Video
learning environment;Work-based

special need
special need;Visual
special need;Auditive
special need;Psychomotor
special need;Behavioural

teaching approach
teaching approach;Behaviourist
teaching approach;Programmed instruction
teaching approach;Drill and practise
teaching approach;Cognitivist
teaching approach;Direct instruction
teaching approach;Collaborative learning
teaching approach;Inquiry learning
teaching approach;Problem – based
teaching approach;Reciprocal teaching
teaching approach;Constructivist
teaching approach;Cognitive apprenticeship
teaching approach;Socratic instruction
teaching approach;Experiential learning
teaching approach;Action research
teaching approach;Communities of practice
teaching approach;Design-based learning










